Description,Category
hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey,0
"I don't think there's really a reason for the club being named ajax other than the fact that at the time this club was established it was the 'in' thing to name football clubs in the netherlands with greek methodlogy figures. We see this in the other clubs that use similar greek methology names such as Excelior and sparta in rotherdam, Heracles in Almelo, and a number of non-proffesional clubs such as Achilles 1894 of Assen.",0
"i'm trying to help 

So Fuck you soo much you fucking cunt.
I shall hunt you down &kill; you ever so soly.

   عططط",0
"Thanks for experimenting with Wikipedia. Your test worked, and has been reverted or removed. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia. Thanks.    — Z. 2006-02-15 19:01 Z",0
"78.101.161.86   

BEEEITCH ANNA LIKES TO SUKK MA DEEEEK",1
Oooh Mr. Badass Faggot blocking people on Wikipedia. Dude go fuck a girl instead of being on da computer all day.,1
uh i wanna fuck you hard on the sink,1
|listas = United States Senate Elections In Delaware,0
"If anybody ever comes to add more info they might want to consider using material from here:

http://www.gq.com/news-politics/big-issues/200912/wall-street-journal-rupert-murdoch?printable=true&currentPage;=1",0
"So it's not abusive to say 'fucking', 'fuck', 'bullshit', accuse of WP:SPA accuse of breaching WP:SPA but what I did deserves a ban? Look here The admin said this abuse did not even deserve a warning - yet my conduct deserve a block this is utterly unbelievable.",1
"=Dear Mr ANAL Retentive...
WTF are you talking about, bitch?
That was a PERFECT edit. The topic was the price of Super Bowl Rings.
What's your problem?
And, kindly apologize after you state it.
Thank you.",1
"...Ugh, no, I forgot about all that stuff on Daniel Brandt's page... I sincerely apologize to Tarc for that. I registered on Wikipediocracy a few days ago out of curiosity (I think it was mentioned somewhere among the Manning furore) and ran into some of Tarc's posts on there... he mentioned me at one point, so I Googled his name because I really didn't like the idea of him digging into me off-site on public forums. Obviously I found Brandt's page, but I was just looking for forum posts and the like... I meant to just link to Tarc's Wikipedia Review posts. Somehow I forgot to actually do that.",0
"|1=Insert your reason to be unblocked here}}. 
. 
. 
. 
.",0
"Go fuck yourself 

Eat shit and die. 68.0.119.139",1
stating in unambiguous terms,0
"Critical Reception 
Top Gear is an acceptable source? Jeremy Clarkson and James May are more of entertainers than a reliable reference source. Besides, I doubt people who actually buy an XF care much about what Top Gear has to say.",0
I will look into what to do about this.,0
"Im not for the last change 

Hi AKR

I am not for the last change you did about politics. You should be less accurate.",0
hahaha piss off fucktard,1
"""Fuck it, no. You'll be missed by many. You're a maverick of the kind Wikipedia needs more of, and I'm sorry to see another one leave. Please, by all means, take a break, cool down, ignore the place (or damn it to hell as you wish), but don't make it forever. sonia♫ 

""",1
"Fuck You
Fuck you putang ina mo Bullshit na bakla ka..,hayop ka putang ina mo..,mag chupaan nalang kayo ni NrDg dahil both of you are desperate gays na walang magawa sa buhay..,fuck fuck you.. ,putah ka ..,",1
"Shit 

George tan031993 you're a bitch!!!

 go to hell!!!",1
"I can tell already how your game is played. However, sovereignty is a dead serious business. And we mean business. Enjoy the next two weeks. Could get real hot.",0
"But I can comment on their ACTS, I can comment on the fact they're trying to destroy something. That I can. And sorry, but I really couldn't care less about WP:This and WP:That",0
the ass so you can see what it feels like!!!,1
"Nancy's proposed long version is so riddled with POV on almost every conceivable point - slavery, the Albigensian crusade, colonialism, 'Mit brennender Sorge', WWII, organisation/demographics, sex abuse to name a few - it'd definitely need a POV tag on the page if it was ever accepted.",0
"Response 

Well, thanks for giving me a final warning.

As usual, I get no appreciation for expanding articles on this site, no words of encouragement for the hours that I spend fighting vandalism; just crap. Crap for the 0.1% of my edits that could be described as nonconstructive.

Way to go, moron. Keep up the good work. -",1
"talk, don't try to threaten me with barring, i don't care at all. The thing here is not whether i did 3 undos or not , the thing is whether those undos were right or not. Just prove me here, that those were wrong and then post something else on my user talk page. Untill then don't waste my time by posting crap things on my talk page",1
"How can you defend those barbarian invaders? 

They have NO RIGHT to be in Israel, those fucking scum!",1
"what discussion? 

i have discussed this, and it is allways your way!!!!!!!!!",0
"""Thank you for your contribution to the Best Buy article.  It has been reverted.  If you wish to test out the capabilities of a Wiki, please do so in the Sandbox. Further """"tests"""" may be deemed as vandalism and, as such, action may be taken against you accordingly.  Thank you.   Think out loud """,0
User talk:Hesperian; Did anyone ask for your opinion. It would seem that Wackipedia is run along similar lines to NAZI Germany.,1
"I saw you got blocked
To bad it wasn't for life dickhead",1
"sex freak
dam rfk was a sex freak, daaam 10 children.
he must have been fucking and cumming in his wife everyday",1
"Hope, you'll grow up one day when someone like you gets Wikipedia! Till then feel free to play your moronic tricks",1
